description,description_link,country,project_title,notice_type,language,publish_date,project_link,project_id,status,team_leader,borrower,implementing_agency,total_project_cost,commitment_amount,closing_date
"Construction 2 EP et 2 bureaux CLD en 2 lots : Lot1. l'EP I Bangala et Bureau de CLD , Localité Bangala, Grpt Bogbulu, Lot2. l'EP Mbo-Fa & Bureau de CLD Localité Bonzambali, Groupement Bobandu, Secteur de Banga Kungu, Territoire de Gemena.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353059,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,French,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
"Construction 2 EP et 2 bureaux CLD en 2 lots : Lot1. l'EP I Bangala et Bureau de CLD , Localité Bangala, Grpt Bogbulu, Lot2. l'EP Mbo-Fa & Bureau de CLD Localité Bonzambali, Groupement Bobandu, Secteur de Banga Kungu, Territoire de Gemena.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353060,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,French,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
CONSULTORÍA PARA LA LIBERACIÓN DE ÁREAS PARA EL PROYECTO: VÍAS RURALES RESILIENTES P504400 EN EL MARCO DEL EA5 DEL BM,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353061,Ecuador,Ecuador Guayas: Resilient Rural Roads - P504400,Contract Award,Spanish; Castilian,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P504400,P504400,Active,Alejandro Hoyos Guerrero,Provincial Decentralized Autonomous Government of Guayas,Provincial Decentralized Autonomous Government of Guayas,US$ 0.00 million,US$ 100.00 million,"December 31, 2029"
Acquisition et implémentation d'une solution clef en main d'une plateforme de supervision pour suivre et gérer les plaintes des clients et mettre à la disposition des emprunteurs des informations sur le TEG à la BCC,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353062,"Congo, Democratic Republic of",Empowering Women Entrepreneurs and Upgrading MSMEs for Economic Transformation and Jobs in DRC Proje - P178176,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178176,P178176,Active,"Zouhour Karray , Anzhela Prygozhyna, Magueye Dia",Democratic Republic of Congo,Ministry of Small and Medium Enterprises and Entrepreneurship (Ministry of SMEs),US$ 300.00 million,US$ 300.00 million,"September 30, 2027"
BENCHMARKING POUR LA GESTION DE LA NAPPE: ORGANISATION DES VOYAGES D’ETUDE A L’ETRANGER AU PROFIT DE L’EQUIIPE DU PROJET REDI.,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353063,Morocco,Resilient and Sustainable Water in Agriculture - P175747,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175747,P175747,Active,"Remi Trier , Yoro Sidibe",Kingdom of Morocco,Ministry of Agriculture - Directorate of Irrigation,US$ 182.25 million,US$ 180.00 million,"June 30, 2028"
Acquisition de tables-bancs et mobiliers au profit de la DPEPPNF du Nahouri dans le cadre du Projet d'Amélioration de l'Accès et de la Qualité de l'Education (PAAQE) (Fonds de contingence),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353064,Burkina Faso,B. Faso - Education Access and Quality Improvement Project (EAQIP) - P148062,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P148062,P148062,Closed,Zacharie Ngueng,Burkina Faso,"Ministere de l’Education Nationale, de l’Alphabetisation et de la Promotion des Langues Nationales",US$ 51.00 million,US$ 150.00 million,"January 31, 2025"
"Prestar servicios de facilitador técnico para apoyar la concertación y suscripción de acuerdos de restauración y la implementación de parcelas agroecológicas, como contribución a recuperación de la biodiversidad.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353065,Colombia,Forest Conservation and Sustainability in the Heart of the Colombian Amazon - P144271,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P144271,P144271,Active,Ana Gonzalez Velosa,Patrimonio Natural Fondo para la Biodiversidad y Areas Protegidas,"Parques Nacionales Naturales,IDEAM,Ministry of Environment and Sustainable Development,Instituto SINCHI de Investigación Amazónica",US$ 57.85 million,US$ 22.40 million,"September 30, 2026"
"Acquisition et livraison sur site de kits scolaires au profit de la DPEPPNF du ZIRO, dans le cadre du PAAQE (fonds de contingence).",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353066,Burkina Faso,B. Faso - Education Access and Quality Improvement Project (EAQIP) - P148062,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P148062,P148062,Closed,Zacharie Ngueng,Burkina Faso,"Ministere de l’Education Nationale, de l’Alphabetisation et de la Promotion des Langues Nationales",US$ 51.00 million,US$ 150.00 million,"January 31, 2025"
Achat et distribution de trois cents (300) téléphones Android aux participants des formations FOPE.,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353067,Burundi,Burundi Skills for Jobs: Women and Youth Project - P164416,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P164416,P164416,Active,"Maroua Sallami , Nadia Nintunze",Republic of Burundi,Ministry of National Education and Scientific Research,US$ 80.00 million,US$ 80.00 million,"October 30, 2026"
"EMERGENCY PROCUREMENT OF WORKS FOR REMEDIAL WORKS ON THE FARMERS’ MANAGEMENT & SERVICE DELIVERY CENTER IN AUYO, JIGAWA STATE, NIGERIA",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353068,Nigeria,TRANSFORMING IRRIGATION MANAGEMENT IN NIGERIA PROJECT - P123112,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P123112,P123112,Active,"Emmanuel Umolu , Manievel Sene, Zacharias Ziegelhoefer",FEDERAL GOVERNMENT OF NIGERIA,Federal Ministry of Water Resources and Sanitation,US$ 560.30 million,US$ 471.30 million,"June 30, 2025"
"Acquisition et livraison sur site de bicyclettes (vélo dame avec panier) au profit de la DPEPPNF ZIRO, dans le cadre du PAAQE (fonds de contingence).",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353069,Burkina Faso,B. Faso - Education Access and Quality Improvement Project (EAQIP) - P148062,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P148062,P148062,Closed,Zacharie Ngueng,Burkina Faso,"Ministere de l’Education Nationale, de l’Alphabetisation et de la Promotion des Langues Nationales",US$ 51.00 million,US$ 150.00 million,"January 31, 2025"
"PIU Admin/Finance Officer (PIU-based, Gizo)",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353070,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Request for Expression of Interest,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
Engagement of short term Communication consultant to develop communication strategy,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353071,Nigeria,"Nigeria Sustainable Urban and Rural Water Supply, Sanitation and Hygiene Program-for-Results - P170734",Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P170734,P170734,Active,"Ndeye Diagne , Judith Warmate",Federal Republic of Nigeria,Federal Ministry of Water Resources,US$ 875.00 million,US$ 700.00 million,"June 30, 2027"
Translation Services for Food Safety Policy and National Quality Policy (from English to Somali),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353072,Eastern and Southern Africa,"De-risking, inclusion and value enhancement of pastoral economies in the Horn of Africa - P176517",Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P176517,P176517,Active,"Isaku Endo , Sonia Plaza, James Sinah, Bisrat Mekonnen, Mohamed-Amin Ahmed","Federal Democratic Republic of Ethiopia,Ministry of Finance of Somalia,Republic of Djibouti,PTA Reinsurance Company (ZEP-RE),Republic of Kenya","Ministry of Agriculture, Water, Fisheries, Livestock and Maritime Resources of Djibouti,Federal Republic of Somalia,State Department of Livestock of Kenya,PTA Reinsurance Company (ZEP-RE),Ministry of Agriculture of Ethiopia,Kenya Development Corporation,Ministry of Trade and Regional Integration of Ethiopia",US$ 432.50 million,US$ 360.50 million,"September 30, 2027"
Coordenador Sénior do Projecto,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353073,Mozambique,Northern Crisis Recovery Project - P176157,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P176157,P176157,Active,"Xavier Chavana , Suranga Kahandawa, Lizardo Narvaez Marulanda",Republic of Mozambique / Ministry of Economy and Finance,Ministry of Economy and Finance,US$ 100.00 million,US$ 100.00 million,"April 30, 2026"
"Adquirir equipamentos de informática para atividades das UOs: 17 desktops, 15 monitores, 37 nootebooks, 97 estações de trabalho, 29 impressoras, 28 nobreaks e 02 projetores multimídia.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353074,Brazil,Amazon Sustainable Landscapes Project - P158000,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P158000,P158000,Active,Maria Lange,"Fundação Getúlio Vargas - FGV,Fundo Brasileiro de Biodiversidade - FUNBIO,Conservação Internacional - CI Brazil","Fundação Getulio Vargas,Ministry of Environment and Climate Change - MMA",US$ 60.33 million,US$ 60.33 million,"December 31, 2026"
"Adquirir equipamentos de informática para atividades das UOs: 17 desktops, 15 monitores, 37 nootebooks, 97 estações de trabalho, 29 impressoras, 28 nobreaks e 02 projetores multimídia.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353075,Brazil,Amazon Sustainable Landscapes Project - P158000,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P158000,P158000,Active,Maria Lange,"Fundação Getúlio Vargas - FGV,Fundo Brasileiro de Biodiversidade - FUNBIO,Conservação Internacional - CI Brazil","Fundação Getulio Vargas,Ministry of Environment and Climate Change - MMA",US$ 60.33 million,US$ 60.33 million,"December 31, 2026"
"Acquisition et livraison sur sites de bidon d'huile au profit de la DPEPPNF ZIRO, dans le cadre du PAAQE (fonds de contingence).",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353076,Burkina Faso,B. Faso - Education Access and Quality Improvement Project (EAQIP) - P148062,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P148062,P148062,Closed,Zacharie Ngueng,Burkina Faso,"Ministere de l’Education Nationale, de l’Alphabetisation et de la Promotion des Langues Nationales",US$ 51.00 million,US$ 150.00 million,"January 31, 2025"
Aquisição de 07 notebooks para equipe UCP - MMA e AE/CI Brasil.,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353077,Brazil,Amazon Sustainable Landscapes Project - P158000,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P158000,P158000,Active,Maria Lange,"Fundação Getúlio Vargas - FGV,Fundo Brasileiro de Biodiversidade - FUNBIO,Conservação Internacional - CI Brazil","Fundação Getulio Vargas,Ministry of Environment and Climate Change - MMA",US$ 60.33 million,US$ 60.33 million,"December 31, 2026"
Community Liaison Officer 4 (PMU-based),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353078,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Request for Expression of Interest,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
Assistant Social Services Coach (Honiara),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353079,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Request for Expression of Interest,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
CONSTRUCCIÓN PUENTE VEHICULAR POCOATA CENTRO (ARANI) UOD COCHABAMBA - PAR III,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353080,Bolivia,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project - P175672,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175672,P175672,Active,Griselle Vega,Plurinational State of Bolivia,Ministry of Rural Development and Land,US$ 351.20 million,US$ 300.00 million,"November 30, 2027"
DSDSGE_ Renouvellement du contrat du consultant national en cartographie censitaire numérique dans le cadre des activités du RGPH4,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353081,Western and Central Africa,Harmonizing and Improving Statistics in West and Central Africa - Series of Projects Two (HISWACA - - P180085,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P180085,P180085,Active,"Mervy Viboudoulou Vilpoux , Clarence Tsimpo Nkengne, Aboudrahyme Savadogo, Gervais Yama","The Gabonese Republic,The Republic of Congo","Ministere du Plan, de la Statistique et de l'Integration Regionale,Ministere de l'Economie et des Participations",US$ 360.00 million,US$ 440.00 million,"December 31, 2029"
"Adquirir equipamentos de informática para atividades das UOs: 17 desktops, 15 monitores, 37 nootebooks, 97 estações de trabalho, 29 impressoras, 28 nobreaks e 02 projetores multimídia.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353082,Brazil,Amazon Sustainable Landscapes Project - P158000,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P158000,P158000,Active,Maria Lange,"Fundação Getúlio Vargas - FGV,Fundo Brasileiro de Biodiversidade - FUNBIO,Conservação Internacional - CI Brazil","Fundação Getulio Vargas,Ministry of Environment and Climate Change - MMA",US$ 60.33 million,US$ 60.33 million,"December 31, 2026"
Líder fortalecimiento tecnológico,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353083,Colombia,Multipurpose Cadaster Project - P162594,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P162594,P162594,Active,Ivonne Moreno Horta,"Fondo para la Acción Ambiental y la Niñez - FONDO ACCION,Ministerio de Hacienda y Credito Publico","Departamento Nacional de Planeacion,Agencia Nacional de Tierras (ANT),Superintendencia de Notariado y Registro (SNR),Instituto Geográfico Agustín Codazzi (IGAC),Unit of National Natural Parks,Ministry of Environment and Sustainable Development",US$ 100.00 million,US$ 142.97 million,"July 31, 2026"
Appui à l’élaboration et mise en œuvre du plan de formation et d’accompagnement des ressources humaines de l’administration publique haïtienne dans les domaines de la transformation numérique.,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353084,Haiti,Haiti Digital Acceleration Project - P171976,Request for Expression of Interest,French,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P171976,P171976,Active,"Marolla Haddad , C. Myers",Ministère de l'Economie et des Finances d'Haïti,"Ministère des Travaux Publics, Transports et Communications",US$ 60.00 million,US$ 60.00 million,"October 15, 2026"
Recrutement d'un Spécialiste en Passation des Marchés du Projet PACEJ,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353085,Burundi,Burundi Skills for Jobs: Women and Youth Project - P164416,Request for Expression of Interest,French,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P164416,P164416,Active,"Maroua Sallami , Nadia Nintunze",Republic of Burundi,Ministry of National Education and Scientific Research,US$ 80.00 million,US$ 80.00 million,"October 30, 2026"
MEJORAMIENTO SISTEMA DE RIEGO HUAYLLAHUJU (ARQUE) UOD COCHABAMBA - PAR III,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353086,Bolivia,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project - P175672,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175672,P175672,Active,Griselle Vega,Plurinational State of Bolivia,Ministry of Rural Development and Land,US$ 351.20 million,US$ 300.00 million,"November 30, 2027"
Entente directe avec TOTAL Energie pour la fourniture de carburant au PCCET,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353087,Cote d'Ivoire,Competitive Value Chains for Jobs and Economic Transformation Project - P172425,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P172425,P172425,Active,"Adja Dahourou Simpore , Maria Pagura",Republic of Cote d'Ivoire,Prime Minister's Office/Ministry of Economy and Finance,US$ 200.00 million,US$ 200.00 million,"April 30, 2027"
CONSTRUCCION SISTEMA DE MICRO RIEGO POR BOMBEO FOTOVOLTAICO CEBADILLAS UOD POTOSI - PAR III,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353088,Bolivia,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project - P175672,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175672,P175672,Active,Griselle Vega,Plurinational State of Bolivia,Ministry of Rural Development and Land,US$ 351.20 million,US$ 300.00 million,"November 30, 2027"
"Zone 3: Rehabilitation of slaughter slabs (with climate smart components) in Kachia Tudun Saibu,Saminaka and Gwantu.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353089,Nigeria,Livestock Productivity and Resilience Support Project - P160865,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P160865,P160865,Active,"Manievel Sene , Hira Channa, Chidozie Anyiro",Federal Republic of Nigeria,Federal Ministry of Agriculture and Rural Development,US$ 500.00 million,US$ 500.00 million,"March 31, 2028"
"Construction 2 EP et 2 Bureaux CLD en 2 lots : 1. Lot 1 : EP Bokada Rive et Bur CLD, Localité de Bodal, 2. Lot 2 : EP Bombawolo et Bureau de CLD Localité Bombawolo, Ter. Libenge.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353090,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
Community Liaison Officer 3 (PMU-based),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353091,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Request for Expression of Interest,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
Social Services Coach (-Gizo),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353092,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Request for Expression of Interest,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
Social Services Coach (-Auki),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353093,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Request for Expression of Interest,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
Video Conferencing Tool,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353094,Nigeria,Livestock Productivity and Resilience Support Project - P160865,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P160865,P160865,Active,"Manievel Sene , Hira Channa, Chidozie Anyiro",Federal Republic of Nigeria,Federal Ministry of Agriculture and Rural Development,US$ 500.00 million,US$ 500.00 million,"March 31, 2028"
"Procurement of office furniture and Equipment. Include the purchase/installation of smoke detectors, 25KVA Generator, 12 number 42 inch Smart televisions, Purchase of 3 number 3-in-1 printer, 5 number Air conditioners, 1 number Heavy duty scan machine,",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353095,Nigeria,Livestock Productivity and Resilience Support Project - P160865,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P160865,P160865,Active,"Manievel Sene , Hira Channa, Chidozie Anyiro",Federal Republic of Nigeria,Federal Ministry of Agriculture and Rural Development,US$ 500.00 million,US$ 500.00 million,"March 31, 2028"
Procurement of HCWM & IPC Supplies for 21 Provincial Hospitals,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353097,Papua New Guinea,Papua New Guinea COVID-19 Emergency Response Project - P173834,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P173834,P173834,Closed,Nang Kham,Independent State of Papua New Guinea,National Department of Health,US$ 20.00 million,US$ 20.00 million,"April 15, 2025"
"QC Testing Equipment Package 3 lots: Universal Testing Machine, CBR Machine; New Bitumen Lab Equipment",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353098,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
"QC Testing Equipment Package 3 lots: Universal Testing Machine, CBR Machine; New Bitumen Lab Equipment",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353099,Solomon Islands,Community Access and Urban Services Enhancement Project II - P181295,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P181295,P181295,Active,"Sonya Woo , Andre Bald, Ifeta Smajic",Solomon Islands,"Honiara City Council,Ministry of Infrastructure Development",US$ 15.00 million,US$ 37.55 million,"September 30, 2030"
"Provision of general merchandise items for women and youth members in Barangay Sapad and Minabay, Camp Abubakar.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353100,Philippines,Bangsamoro Camps Transformation Project - P180320,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P180320,P180320,Active,"Paul Adolfo , Ditte Fallesen",Community and Family Services International Inc.,Community and Family Services International,US$ 4.00 million,US$ 4.00 million,"June 30, 2025"
CONSTRUCCION PUENTE VEHICULAR LLALLAGUANI (ANZALDO) UOD COCHABAMBA - PAR III (2 da convocatoria),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353101,Bolivia,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project - P175672,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175672,P175672,Active,Griselle Vega,Plurinational State of Bolivia,Ministry of Rural Development and Land,US$ 351.20 million,US$ 300.00 million,"November 30, 2027"
CONSTRUCCIÓN PUENTE VEHICULAR HOYADA 1 - VILLA RIVERO UOD COCHABAMBA - PAR III,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353102,Bolivia,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project - P175672,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175672,P175672,Active,Griselle Vega,Plurinational State of Bolivia,Ministry of Rural Development and Land,US$ 351.20 million,US$ 300.00 million,"November 30, 2027"
"Construction 2 EP et 2 bureaux CLD en 2 lots : 1.Lot1 : l'EP Gangala et Bureau de CLD Localité Bosoli, Grpt Bodumbili; 2.Lot2 : l'EP Yalekpo et Bureau CLD dans la Localité de Mbombakabo, Grpt de Bomandea, Territoire de Gemena.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353103,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
"Construction 2 EP et 2 bureaux CLD en 2 lots : 1.Lot1 : l'EP Gangala et Bureau de CLD Localité Bosoli, Grpt Bodumbili; 2.Lot2 : l'EP Yalekpo et Bureau CLD dans la Localité de Mbombakabo, Grpt de Bomandea, Territoire de Gemena.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353104,"Congo, Democratic Republic of",DRC Eastern Recovery Project - P145196,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P145196,P145196,Active,"Jordi Gallego-Ayala , Mba Djekombe Rony, Aissata Coulibaly",Ministry of Finance,Cellule de Suivi des Projets et Programmes,US$ 820.00 million,US$ 700.00 million,"June 30, 2025"
Detailed engineering design and supervision consultant for public water utilities,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353105,Cambodia,Water Supply and Sanitation Acceleration Project - P178417,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178417,P178417,Active,"Phyrum Kov , Viengsompasong Inthavong",Kingdom of Cambodia,"Ministry of Industry, Science, Technology & Innovation,Ministry of Public Works and Transport",US$ 100.00 million,US$ 163.00 million,"December 28, 2029"
Project Accountant (National),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353111,Tuvalu,Tuvalu Learning Project - P171681,Request for Expression of Interest,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P171681,P171681,Active,"Shawn Powers , Myint Kyaw",Tuvalu,"Ministry of Finance,Ministry of Education, Youth and Sports",US$ 14.00 million,US$ 14.00 million,"December 31, 2025"
Study of Technologies for Substituting HCFC-141b in shoe soles sub-sector in Polyurethane foam sector,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353112,China,China HCFC Phaseout Project Stage II - P156397,Request for Expression of Interest,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P156397,P156397,Active,Qing Wang,People's Republic of China,"Ministry of Ecology and Environment, Foreign Economic Cooperation Office",US$ 573.39 million,US$ 141.47 million,"December 31, 2027"
CONSTRUCCIÓN SISTEMA DE MICRORIEGO HUAYLLAVI UOD POTOSÍ - PAR III,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353113,Bolivia,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project - P175672,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175672,P175672,Active,Griselle Vega,Plurinational State of Bolivia,Ministry of Rural Development and Land,US$ 351.20 million,US$ 300.00 million,"November 30, 2027"
CONSTRUCCIÓN PASARELA PEATONAL COMUNIDAD - LINTACA CAMARGO UOR CAMARGO - PAR III,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353114,Bolivia,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project - P175672,Contract Award,English,"April 21, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175672,P175672,Active,Griselle Vega,Plurinational State of Bolivia,Ministry of Rural Development and Land,US$ 351.20 million,US$ 300.00 million,"November 30, 2027"
